,gas,elec,heat,cold
0,93.2162540833054,21.365769474353915,88.55544137914012,0.0
1,92.1221667133821,21.365769474353915,87.516058377713,0.0229407998359507
2,92.20322204418333,21.364281372334908,87.59306094197416,0.0521982216272883
3,96.07440959289029,21.364281372334908,91.27068911324577,0.0497217783654798
4,102.57217762713954,21.364281372334908,97.44356874578256,0.0380566715273202
5,110.22069044722147,21.3627932703159,104.7096559248604,0.0249535110122471
6,138.33647259347035,29.304886821827484,131.41964896379682,0.524340913407588
7,715.7485784027417,40.52075709092461,679.9611494826046,0.5731087136401379
8,444.20875637725237,125.02094828976223,421.9983185583897,49.47524218499741
9,127.23842630712468,69.67649829879798,120.87650499176844,46.6355459232748
10,79.44466564616614,56.3660905286215,75.47243236385783,33.59751644494182
11,42.36516918118546,0.0,59.51192793480956,14.423759715495978
12,0.0,0.0,39.77252330289319,10.407164673032526
13,0.0,0.0,35.99640837297426,9.991490875154774
14,0.0,0.0,35.59573551631983,10.975306690258549
15,15.935620978557587,0.0,40.991371383712575,10.46106060224905
16,53.8515080843334,17.17085479358147,51.15893268011673,7.828932462811188
17,294.8696110956229,71.85379776136968,280.1261305408417,6.327057042273688
18,370.48078430810625,149.78558460463475,351.95674509270094,6.823613916458306
19,330.1812725661199,195.50768940447176,313.6722089378139,7.208505324177793
20,305.5610938051524,210.51331923593114,290.28303911489473,6.935645605689492
21,267.78495336918616,162.02291329094302,254.39570570072684,0.245047683478868
22,485.3517173058271,154.62006403432602,461.0841314405357,0.0
23,145.47019275245088,86.92352854723981,138.19668311482835,0.0
