,gas,elec,heat,cold
0,0.0,0.0016955570066305614,0.0027090536149728,0.0
1,0.0,0.005434527421931503,0.0026772572145088,0.0
2,0.0,0.00543480126403163,0.002679612847001,1.596827691131206e-06
3,0.0,0.005434786112353842,0.0027921174174344986,1.5210693021920803e-06
4,0.0,0.005434714741471699,0.002980955749928599,1.16421489147707e-06
5,0.0,0.005434436375055304,0.0032032370624332993,0.0
6,0.0,0.005680602048181865,0.0040203387794044,1.6040433256533557e-05
7,0.006271273393609108,0.0012395913885085536,0.0208011069829168,1.7532318830776556e-05
8,0.006271273393609108,0.0038065999254162245,0.01290960840575,0.0015135273632603
9,0.0038924284423696846,0.0013137838678035575,0.0036978070202512,0.0014266564798517
10,0.0024303403078034737,8.685121579049635e-05,0.0023088232924133,0.0010278021537897
11,0.0,0.0,0.0018203756928417544,0.000441246046434
12,0.0,0.0,0.0012167055615361997,0.0003183719333337
13,0.0,0.0,0.0011011881224931002,0.0003056558022044
14,0.0,0.0,0.0010889308943223992,0.0003357523129198
15,0.0,0.0,0.0012539920878978,0.000320020696635
16,0.0,0.0,0.0015650341679384,0.0002394996564802
17,0.006271273393609108,0.002097992083956794,0.008569509617607402,0.0001935548678384
18,0.006271273393609108,0.0045686968561513535,0.010766923836168,0.0002087453425749
19,0.006271273393609108,0.005980891332573454,0.0095957381986428,0.0002205197907987
20,0.006271273393609108,0.0064399377232499545,0.0088802258137097,0.000212172572432
21,0.006271273393609108,0.0049565419371581,0.0077823744699267,7.496403410457305e-06
22,0.006271273393609108,0.0047300768523772,0.014105306389222201,0.0
23,0.0,0.007440044885794004,0.004227659171914699,0.0
24,0.0,0.005434527421931503,0.0045706490513053,0.0
25,0.0,0.005434527421931503,0.004780471779362099,0.0
26,0.0,0.0054344818984934035,0.0050103744975977995,0.0
27,0.0,0.0054344818984934035,0.005249169221993699,0.0
28,0.0,0.0054344818984934035,0.005467485544173399,0.0
29,0.0,0.005434436375055304,0.005655754049060299,0.0
30,0.0,0.005679774668605159,0.006576564297414199,1.1903535373009249e-05
31,0.006271273393609108,0.0012395913885085536,0.0303972476995399,7.769865974464618e-06
32,0.006271273393609108,0.0038206189389443507,0.0201543480798498,0.0003615234631978
33,0.006271273393609108,0.00160568238236285,0.0066307043157564,0.0005691278447714
34,0.005513952873645053,0.00010625224190817777,0.0052382552299628,0.0005901461661073
35,0.0,0.0,0.0043345533063909,0.0005197064615992
36,0.0,0.0,0.0024283121149502995,0.0003415685498969
37,0.0,0.0,0.0017483674761757991,0.0002454659286692
38,0.0,0.0,0.0013035876047929988,0.0002980049192134
39,0.0,0.0,0.0010746018838411007,0.0003365634951908
40,0.0,0.0,0.0010067047816884997,0.0002972117170441
41,0.006271273393609108,0.0006763490219300651,0.0083910789631957,0.0003241353106359
42,0.006271273393609108,0.004574726819194347,0.0094822472330264,0.0002928803483855
43,0.006271273393609108,0.005979949490381254,0.0082339775423239,0.0002978877654251
44,0.006271273393609108,0.006438995881057754,0.0080392799535009,0.0002609627245966
45,0.006271273393609108,0.0049565419371581,0.0070541149353029,9.936923150993744e-06
46,0.006271273393609108,0.0047300768523772,0.013856590692419003,0.0
47,0.0,0.007440044885794004,0.0044064709472014,0.0
48,0.0,0.005434527421931503,0.004353537393173899,0.0
49,0.0,0.005434527421931503,0.004254039091042199,0.0
50,0.0,0.0054344818984934035,0.004221039433444299,0.0
51,0.0,0.0054344818984934035,0.0042352287922689,0.0
52,0.0,0.0054344818984934035,0.004254173570899199,0.0
53,0.0,0.005434436375055304,0.0042632518782924,0.0
54,0.0,0.005680271219525191,0.004849047931386999,1.4386289973164462e-05
55,0.006271273393609108,0.0012395913885085536,0.0232294159715839,1.4370655400715292e-05
56,0.006271273393609108,0.004227220626279686,0.0147515453518236,0.0011172646984401
57,0.004583461996564842,0.0017803589163601359,0.0043542888967366,0.00133497840526
58,0.003963438452460526,0.0007987566931735119,0.0037652665298374996,0.001420609661083
59,0.0,0.0,0.0037989398992640997,0.0014827890841491
60,0.0,0.0,0.0032543897019308,0.0015590833732725
61,0.0,0.0,0.0030539493704324003,0.0016794529651676
62,0.0,0.0,0.0030130187445466996,0.0018228315513932
63,0.0,0.0,0.0034641667717966,0.0016649696713518
64,0.0,0.0,0.0045153375040029,0.0011853596686594
65,0.006271273393609108,0.005477799131943069,0.0219287749651834,0.0008636791746514
66,0.006271273393609108,0.004580788875133907,0.0219552611339222,9.172870064233022e-05
67,0.006271273393609108,0.005979949490381254,0.0177915664648089,0.000111522047427
68,0.006271273393609108,0.006438995881057754,0.016371667065895,0.0001039335079179
69,0.006271273393609108,0.008461906343368618,0.015071657180076001,7.481691316608322e-06
70,0.006271273393609108,0.009510990965744603,0.0292030906694706,0.0
71,0.0,0.007440044885794004,0.0101721180931736,0.0
72,0.0,0.005434527421931503,0.0089596078927534,0.0
73,0.006271273393609108,0.005434527421931503,0.008168917133969097,0.0
74,0.0,0.0054344818984934035,0.007688217316781199,0.0
75,0.0,0.0054344818984934035,0.0074215855124722995,0.0
