1,2,3,4
0.6468155336002037,0.5103815043802323,0.5058607506507685,0.7222773458535606
0.64507519741426,0.5090082606120048,0.5044996705225503,0.7203339704459236
0.7083538509726262,0.5589394275685435,0.55398856731981,0.7909951335860992
0.8084191002016136,0.6378977236895528,0.6322474826666382,0.9027346618918017
0.8376824092996944,0.6609884674097767,0.6551336978824133,0.9354120237179919
0.8011767010391252,0.6321829775403707,0.6265833554363337,0.8946473161603563
0.7055985882034261,0.5567653376092626,0.5518337345734322,0.7879184234938258
0.6291366414944152,0.4964316545698764,0.492034462989539,0.7025359163354302
0.6719300419270238,0.5301985617571121,0.5255022765178372,0.7503218801518432
0.5717266916309772,0.451131294489461,0.4471353552468789,0.6384281389879245
0.4307593743714437,0.3398984812468578,0.3368877974474875,0.4810146347147788
0.2299875054808969,0.1814758040559837,0.1798683645015473,0.2568193811203349
0.1969248192576654,0.1553870930450718,0.1540107367814429,0.219899381504393
0.1858530430312173,0.1466507076104749,0.1453517347290739,0.207535898051526
0.187733631550186,0.1481346200206934,0.1468225032410415,0.2096358885643744
0.2049937596081995,0.1617540364793732,0.1603212843960901,0.2289096982291561
0.352962841260947,0.278511718650887,0.2760447740614288,0.3941418394080575
0.6713484873018253,0.5297396755537521,0.5250474549435781,0.7496724774870382
0.7071011582354276,0.5579509676900695,0.5530088628206821,0.789596293362894
0.6956692189232169,0.5489303890535706,0.54406818483529,0.776830627797592
0.6943959273290086,0.5479256752741263,0.5430723704056978,0.7754087855173929
0.6765455920747279,0.53384054514427,0.5291120006835327,0.7554759111501127
0.6643188546651659,0.5241928166829257,0.5195497279137605,0.7418227210427685
0.6606949741449811,0.5213333281649376,0.5167155675929566,0.7377760544618955
0.6468155336002037,0.5103815043802323,0.5058607506507685,0.7222773458535606
0.64507519741426,0.5090082606120048,0.5044996705225503,0.7203339704459236
0.7083538509726262,0.5589394275685435,0.55398856731981,0.7909951335860992
0.8084191002016136,0.6378977236895528,0.6322474826666382,0.9027346618918017
0.8376824092996944,0.6609884674097767,0.6551336978824133,0.9354120237179919
0.8011767010391252,0.6321829775403707,0.6265833554363337,0.8946473161603563
0.7055985882034261,0.5567653376092626,0.5518337345734322,0.7879184234938258
0.6291366414944152,0.4964316545698764,0.492034462989539,0.7025359163354302
0.6719300419270238,0.5301985617571121,0.5255022765178372,0.7503218801518432
0.5717266916309772,0.451131294489461,0.4471353552468789,0.6384281389879245
0.4307593743714437,0.3398984812468578,0.3368877974474875,0.4810146347147788
0.2299875054808969,0.1814758040559837,0.1798683645015473,0.2568193811203349
0.1969248192576654,0.1553870930450718,0.1540107367814429,0.219899381504393
0.1858530430312173,0.1466507076104749,0.1453517347290739,0.207535898051526
0.187733631550186,0.1481346200206934,0.1468225032410415,0.2096358885643744
0.2049937596081995,0.1617540364793732,0.1603212843960901,0.2289096982291561
0.352962841260947,0.278511718650887,0.2760447740614288,0.3941418394080575
0.6713484873018253,0.5297396755537521,0.5250474549435781,0.7496724774870382
0.7071011582354276,0.5579509676900695,0.5530088628206821,0.789596293362894
0.6956692189232169,0.5489303890535706,0.54406818483529,0.776830627797592
0.6943959273290086,0.5479256752741263,0.5430723704056978,0.7754087855173929
0.6765455920747279,0.53384054514427,0.5291120006835327,0.7554759111501127
0.6643188546651659,0.5241928166829257,0.5195497279137605,0.7418227210427685
0.6606949741449811,0.5213333281649376,0.5167155675929566,0.7377760544618955
0.6468155336002037,0.5103815043802323,0.5058607506507685,0.7222773458535606
0.64507519741426,0.5090082606120048,0.5044996705225503,0.7203339704459236
0.7083538509726262,0.5589394275685435,0.55398856731981,0.7909951335860992
0.8084191002016136,0.6378977236895528,0.6322474826666382,0.9027346618918017
0.8376824092996944,0.6609884674097767,0.6551336978824133,0.9354120237179919
0.8011767010391252,0.6321829775403707,0.6265833554363337,0.8946473161603563
0.7055985882034261,0.5567653376092626,0.5518337345734322,0.7879184234938258
0.6291366414944152,0.4964316545698764,0.492034462989539,0.7025359163354302
0.6719300419270238,0.5301985617571121,0.5255022765178372,0.7503218801518432
0.5717266916309772,0.451131294489461,0.4471353552468789,0.6384281389879245
0.4307593743714437,0.3398984812468578,0.3368877974474875,0.4810146347147788
0.2299875054808969,0.1814758040559837,0.1798683645015473,0.2568193811203349
0.1969248192576654,0.1553870930450718,0.1540107367814429,0.219899381504393
0.1858530430312173,0.1466507076104749,0.1453517347290739,0.207535898051526
0.187733631550186,0.1481346200206934,0.1468225032410415,0.2096358885643744
0.2049937596081995,0.1617540364793732,0.1603212843960901,0.2289096982291561
0.352962841260947,0.278511718650887,0.2760447740614288,0.3941418394080575
0.6713484873018253,0.5297396755537521,0.5250474549435781,0.7496724774870382
0.7071011582354276,0.5579509676900695,0.5530088628206821,0.789596293362894
0.6956692189232169,0.5489303890535706,0.54406818483529,0.776830627797592
0.6943959273290086,0.5479256752741263,0.5430723704056978,0.7754087855173929
0.6765455920747279,0.53384054514427,0.5291120006835327,0.7554759111501127
0.6643188546651659,0.5241928166829257,0.5195497279137605,0.7418227210427685
0.6606949741449811,0.5213333281649376,0.5167155675929566,0.7377760544618955
0.6468155336002037,0.5103815043802323,0.5058607506507685,0.7222773458535606
0.64507519741426,0.5090082606120048,0.5044996705225503,0.7203339704459236
0.7083538509726262,0.5589394275685435,0.55398856731981,0.7909951335860992
0.8084191002016136,0.6378977236895528,0.6322474826666382,0.9027346618918017
0.8376824092996944,0.6609884674097767,0.6551336978824133,0.9354120237179919
0.8011767010391252,0.6321829775403707,0.6265833554363337,0.8946473161603563
0.7055985882034261,0.5567653376092626,0.5518337345734322,0.7879184234938258
0.6291366414944152,0.4964316545698764,0.492034462989539,0.7025359163354302
0.6719300419270238,0.5301985617571121,0.5255022765178372,0.7503218801518432
0.5717266916309772,0.451131294489461,0.4471353552468789,0.6384281389879245
0.4307593743714437,0.3398984812468578,0.3368877974474875,0.4810146347147788
0.2299875054808969,0.1814758040559837,0.1798683645015473,0.2568193811203349
0.1969248192576654,0.1553870930450718,0.1540107367814429,0.219899381504393
0.1858530430312173,0.1466507076104749,0.1453517347290739,0.207535898051526
0.187733631550186,0.1481346200206934,0.1468225032410415,0.2096358885643744
0.2049937596081995,0.1617540364793732,0.1603212843960901,0.2289096982291561
0.352962841260947,0.278511718650887,0.2760447740614288,0.3941418394080575
0.6713484873018253,0.5297396755537521,0.5250474549435781,0.7496724774870382
0.7071011582354276,0.5579509676900695,0.5530088628206821,0.789596293362894
